invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I230097,C324613,Male,41,Clothing,3,900.24,Credit Card,13/07/2021,Emaar Square Mall
I280126,C160694,Female,30,Clothing,2,600.16,Cash,21/02/2023,Kanyon
I214343,C352777,Male,41,Souvenir,5,58.65,Credit Card,14/01/2022,Mall of Istanbul
I127551,C994120,Female,48,Shoes,2,1200.34,Debit Card,10/4/2022,Cevahir AVM
I206393,C337115,Male,66,Clothing,4,1200.32,Credit Card,1/12/2022,Metrocity
I910927,C300832,Male,37,Clothing,3,900.24,Credit Card,16/01/2023,Kanyon
I243278,C330205,Male,63,Clothing,3,900.24,Credit Card,2/10/2021,Mall of Istanbul
I385421,C200189,Female,36,Books,1,15.15,Debit Card,1/4/2021,Mall of Istanbul
I329186,C518841,Female,30,Toys,1,35.84,Cash,15/07/2022,Metropol AVM
I295125,C104990,Male,58,Technology,2,2100.0,Debit Card,29/09/2022,Zorlu Center
I178646,C325793,Male,35,Clothing,5,1500.4,Credit Card,4/5/2021,Istinye Park
I153728,C541256,Female,20,Clothing,2,600.16,Credit Card,18/07/2022,Metropol AVM
I229038,C187314,Female,18,Cosmetics,2,81.32,Cash,15/07/2022,Metropol AVM
I195479,C652111,Male,36,Shoes,2,1200.34,Debit Card,23/04/2022,Metrocity
I615638,C273739,Male,35,Toys,5,179.2,Credit Card,12/3/2021,Mall of Istanbul
I155550,C707767,Male,39,Cosmetics,1,40.66,Cash,29/08/2022,Emaar Square Mall
I133427,C219036,Female,59,Cosmetics,1,40.66,Debit Card,25/08/2021,Istinye Park
I426309,C400591,Female,27,Books,4,60.6,Cash,19/06/2021,Metropol AVM
I265014,C946883,Male,27,Toys,5,179.2,Cash,1/7/2021,Kanyon
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,25/12/2022,Kanyon
I903892,C295983,Male,28,Books,5,75.75,Credit Card,4/1/2022,Viaport Outlet
I305886,C333111,Female,52,Food & Beverage,5,26.15,Cash,10/9/2021,Viaport Outlet
I197462,C100496,Male,53,Shoes,2,1200.34,Cash,6/6/2022,Kanyon
I164519,C509680,Male,40,Clothing,3,900.24,Cash,13/03/2021,Viaport Outlet
I243969,C238491,Female,28,Clothing,3,900.24,Credit Card,20/04/2022,Mall of Istanbul
I157654,C645206,Female,22,Clothing,5,1500.4,Debit Card,20/06/2022,Kanyon
I830245,C215396,Female,44,Food & Beverage,3,15.69,Credit Card,11/11/2021,Istinye Park
I120168,C239962,Male,44,Clothing,1,300.08,Credit Card,5/3/2022,Cevahir AVM
I152488,C100404,Female,36,Food & Beverage,3,15.69,Debit Card,28/04/2022,Viaport Outlet
I288417,C240352,Male,58,Cosmetics,4,162.64,Cash,24/02/2021,Metropol AVM
I159066,C427369,Female,31,Clothing,3,900.24,Credit Card,8/5/2021,Mall of Istanbul
I214350,C182227,Female,40,Clothing,3,900.24,Cash,22/12/2022,Cevahir AVM
I479945,C685151,Female,27,Shoes,3,1800.51,Cash,24/07/2021,Mall of Istanbul
I283013,C981507,Male,42,Food & Beverage,4,20.92,Cash,1/3/2022,Forum Istanbul
I365922,C416318,Female,62,Clothing,4,1200.32,Credit Card,10/7/2022,Mall of Istanbul
I242237,C276277,Female,38,Clothing,3,900.24,Cash,17/03/2021,Viaport Outlet
I458561,C174270,Male,31,Clothing,2,600.16,Credit Card,18/06/2022,Kanyon
I112970,C327240,Female,56,Food & Beverage,4,20.92,Cash,19/04/2022,Metrocity
I241936,C285683,Female,24,Food & Beverage,2,10.46,Credit Card,6/8/2021,Istinye Park
I212888,C327170,Female,42,Souvenir,4,46.92,Cash,16/08/2022,Cevahir AVM
I223101,C736414,Female,57,Clothing,1,300.08,Credit Card,27/02/2021,Kanyon
I168167,C139494,Male,65,Books,1,15.15,Debit Card,25/06/2021,Metropol AVM
I845263,C498929,Male,18,Cosmetics,1,40.66,Cash,3/2/2021,Forum Istanbul
I197829,C123251,Female,46,Clothing,4,1200.32,Debit Card,27/12/2022,Cevahir AVM
I156203,C206056,Female,28,Shoes,1,600.17,Cash,9/7/2021,Metropol AVM
I702762,C101508,Female,60,Clothing,4,1200.32,Cash,28/07/2022,Mall of Istanbul
I184470,C225459,Female,59,Clothing,1,300.08,Cash,9/12/2021,Kanyon
I340258,C190787,Female,27,Cosmetics,2,81.32,Cash,19/03/2022,Forum Istanbul
I707659,C149364,Male,18,Food & Beverage,2,10.46,Cash,28/01/2022,Mall of Istanbul
I732530,C194478,Male,20,Clothing,4,1200.32,Credit Card,4/6/2021,Metrocity
I105721,C318000,Male,42,Clothing,4,1200.32,Credit Card,13/01/2023,Kanyon
I882792,C246520,Female,28,Books,1,15.15,Cash,26/05/2022,Kanyon
I252457,C250523,Male,26,Cosmetics,4,162.64,Cash,22/08/2021,Istinye Park
I224867,C147876,Male,47,Cosmetics,1,40.66,Credit Card,14/02/2023,Metrocity
I160481,C143944,Female,19,Shoes,1,600.17,Credit Card,31/12/2021,Mall of Istanbul
I289748,C943194,Female,65,Clothing,2,600.16,Credit Card,7/7/2022,Metropol AVM
I959476,C739312,Male,52,Clothing,2,600.16,Debit Card,28/03/2022,Mall of Istanbul
I636400,C254407,Female,30,Clothing,5,1500.4,Credit Card,27/09/2022,Kanyon
I671021,C286914,Female,53,Clothing,3,900.24,Cash,2/3/2021,Cevahir AVM
I102020,C244182,Male,20,Food & Beverage,4,20.92,Debit Card,10/8/2022,Kanyon
I191201,C329503,Male,28,Shoes,3,1800.51,Cash,14/11/2021,Mall of Istanbul
I203471,C290804,Female,48,Shoes,3,1800.51,Cash,30/01/2023,Zorlu Center
I103660,C296066,Female,37,Food & Beverage,1,5.23,Debit Card,20/04/2021,Kanyon
I978742,C330918,Male,26,Food & Beverage,2,10.46,Cash,20/08/2022,Metrocity
I124088,C156817,Male,20,Technology,5,5250.0,Credit Card,4/1/2021,Mall of Istanbul
I186279,C177996,Female,27,Clothing,2,600.16,Cash,23/10/2022,Emaar Square Mall
I250216,C904684,Female,47,Toys,3,107.52,Cash,14/11/2021,Viaport Outlet
I820674,C336392,Male,32,Toys,1,35.84,Credit Card,17/06/2022,Zorlu Center
I278894,C245269,Female,29,Food & Beverage,5,26.15,Debit Card,25/05/2022,Istinye Park
I171832,C447099,Male,19,Clothing,4,1200.32,Credit Card,22/11/2021,Kanyon
I218709,C714108,Male,52,Shoes,2,1200.34,Credit Card,2/7/2021,Kanyon
I133553,C160315,Male,66,Toys,3,107.52,Credit Card,21/09/2022,Mall of Istanbul
I159781,C154141,Female,24,Technology,3,3150.0,Cash,30/12/2022,Zorlu Center
I579669,C236589,Female,46,Toys,5,179.2,Cash,5/1/2022,Metrocity
I308266,C105882,Female,53,Souvenir,3,35.19,Debit Card,16/02/2023,Mall of Istanbul
I188677,C149006,Male,67,Cosmetics,5,203.3,Credit Card,5/8/2021,Emaar Square Mall
I224108,C287416,Male,61,Technology,5,5250.0,Cash,9/5/2021,Emaar Square Mall
I182005,C335587,Female,30,Food & Beverage,4,20.92,Credit Card,9/10/2021,Kanyon
I321959,C139750,Female,23,Technology,5,5250.0,Debit Card,5/10/2022,Kanyon
I762645,C282529,Female,53,Clothing,4,1200.32,Credit Card,5/5/2022,Mall of Istanbul
I217680,C898485,Female,30,Shoes,4,2400.68,Cash,11/8/2021,Metrocity
I294468,C217547,Female,42,Shoes,1,600.17,Cash,15/09/2022,Forum Istanbul
I331806,C104994,Female,51,Cosmetics,3,121.98,Cash,14/06/2022,Kanyon
I285849,C291620,Female,43,Cosmetics,3,121.98,Cash,19/04/2021,Kanyon
I114977,C321420,Male,25,Toys,4,143.36,Credit Card,4/2/2022,Mall of Istanbul
I911007,C108625,Male,59,Toys,5,179.2,Cash,8/9/2021,Istinye Park
I218880,C269625,Female,32,Clothing,2,600.16,Cash,28/02/2021,Mall of Istanbul
I270483,C167970,Female,48,Shoes,4,2400.68,Credit Card,11/1/2021,Metrocity
I708493,C181347,Male,51,Food & Beverage,4,20.92,Cash,10/4/2022,Mall of Istanbul
I212206,C537585,Male,62,Clothing,1,300.08,Debit Card,2/10/2021,Cevahir AVM
I321321,C276849,Female,51,Technology,3,3150.0,Cash,22/03/2022,Metrocity
I289211,C159830,Female,53,Shoes,1,600.17,Debit Card,9/9/2021,Kanyon
I443349,C351465,Male,66,Toys,1,35.84,Debit Card,24/08/2021,Kanyon
I221305,C799040,Female,20,Clothing,4,1200.32,Debit Card,13/03/2021,Kanyon
I223202,C138314,Female,48,Cosmetics,3,121.98,Credit Card,2/8/2022,Istinye Park
I447313,C344355,Female,45,Cosmetics,3,121.98,Credit Card,6/2/2021,Mall of Istanbul
I289913,C955143,Female,65,Cosmetics,2,81.32,Credit Card,22/11/2021,Kanyon
I118770,C376022,Female,24,Food & Beverage,5,26.15,Cash,19/08/2021,Kanyon
I196875,C267771,Female,47,Cosmetics,3,121.98,Cash,1/2/2022,Metropol AVM
I216947,C128759,Female,19,Cosmetics,2,81.32,Credit Card,16/11/2021,Metropol AVM
I596843,C155679,Male,33,Technology,1,1050.0,Credit Card,19/10/2021,Kanyon
I303801,C284549,Female,21,Food & Beverage,3,15.69,Cash,30/08/2021,Cevahir AVM
I335086,C318650,Male,63,Clothing,2,600.16,Cash,4/9/2022,Viaport Outlet
I229110,C256999,Male,46,Clothing,1,300.08,Credit Card,1/1/2021,Metropol AVM
I231019,C205545,Female,59,Food & Beverage,3,15.69,Cash,8/6/2021,Kanyon
I419874,C257991,Male,48,Clothing,1,300.08,Cash,28/03/2022,Viaport Outlet
I465387,C266941,Male,51,Books,5,75.75,Credit Card,28/02/2022,Mall of Istanbul
I635902,C230169,Male,24,Souvenir,3,35.19,Cash,26/11/2022,Forum Istanbul
I895833,C586943,Male,59,Toys,2,71.68,Cash,8/12/2022,Istinye Park
I145572,C266223,Female,23,Clothing,1,300.08,Cash,12/5/2022,Istinye Park
I186790,C330283,Male,20,Clothing,1,300.08,Cash,1/6/2022,Metrocity
I200385,C280283,Female,55,Souvenir,5,58.65,Credit Card,5/8/2021,Cevahir AVM
I712519,C198035,Female,29,Clothing,1,300.08,Debit Card,24/08/2021,Metrocity
I730063,C130717,Female,20,Shoes,1,600.17,Credit Card,13/05/2021,Emaar Square Mall
I202297,C300441,Female,40,Clothing,4,1200.32,Credit Card,16/10/2021,Kanyon
I126857,C232142,Female,32,Clothing,2,600.16,Debit Card,21/09/2022,Istinye Park
I961827,C217477,Female,48,Toys,3,107.52,Credit Card,25/02/2022,Metrocity
I226851,C183067,Female,53,Cosmetics,4,162.64,Credit Card,25/07/2022,Kanyon
I143085,C608523,Female,27,Souvenir,2,23.46,Cash,16/06/2022,Forum Istanbul
I121919,C333815,Female,42,Cosmetics,2,81.32,Cash,20/08/2022,Metropol AVM
I562935,C177157,Female,18,Cosmetics,4,162.64,Credit Card,28/02/2023,Metropol AVM
I295750,C167249,Male,52,Cosmetics,5,203.3,Cash,30/06/2021,Zorlu Center
I165312,C580239,Male,62,Toys,2,71.68,Cash,13/02/2023,Kanyon
I647106,C213065,Female,46,Clothing,4,1200.32,Credit Card,22/08/2021,Cevahir AVM
I100271,C892772,Male,37,Toys,4,143.36,Debit Card,13/02/2021,Metrocity
I457761,C336580,Female,29,Cosmetics,2,81.32,Debit Card,21/11/2022,Mall of Istanbul
I272341,C300891,Female,63,Clothing,2,600.16,Cash,14/02/2022,Mall of Istanbul
I136526,C134331,Female,48,Cosmetics,1,40.66,Cash,3/6/2021,Kanyon
I206495,C309927,Male,30,Shoes,1,600.17,Credit Card,12/1/2023,Kanyon
I231566,C769571,Female,22,Food & Beverage,2,10.46,Credit Card,18/01/2023,Cevahir AVM
I143741,C734830,Female,24,Technology,5,5250.0,Cash,26/08/2021,Viaport Outlet
I146471,C696000,Male,57,Souvenir,3,35.19,Debit Card,3/11/2022,Mall of Istanbul
I325368,C871837,Male,34,Food & Beverage,3,15.69,Cash,4/9/2022,Kanyon
I251632,C427657,Male,33,Food & Beverage,2,10.46,Cash,4/1/2022,Metrocity
I150456,C903649,Male,48,Clothing,5,1500.4,Debit Card,20/12/2022,Cevahir AVM
I130285,C181749,Female,42,Cosmetics,3,121.98,Debit Card,14/11/2022,Emaar Square Mall
I942284,C195662,Female,64,Shoes,3,1800.51,Cash,16/12/2021,Cevahir AVM
I241896,C605425,Female,57,Shoes,5,3000.85,Cash,21/12/2021,Metropol AVM
I286000,C111408,Female,54,Clothing,4,1200.32,Credit Card,9/4/2021,Metrocity
I243629,C265572,Female,59,Shoes,5,3000.85,Credit Card,25/01/2022,Mall of Istanbul
I331841,C266198,Female,69,Clothing,4,1200.32,Cash,4/1/2021,Kanyon
I291438,C248523,Female,40,Technology,2,2100.0,Debit Card,4/8/2022,Zorlu Center
I632156,C550618,Male,49,Toys,1,35.84,Cash,6/1/2022,Metrocity
I199441,C133783,Female,30,Cosmetics,5,203.3,Cash,5/12/2022,Mall of Istanbul
I321827,C132281,Female,52,Food & Beverage,4,20.92,Credit Card,17/05/2022,Metropol AVM
I160380,C157782,Female,60,Books,3,45.45,Credit Card,2/1/2023,Mall of Istanbul
I219158,C248382,Female,47,Clothing,3,900.24,Cash,5/6/2021,Kanyon
I171024,C436690,Male,53,Cosmetics,3,121.98,Credit Card,22/05/2022,Kanyon
I208593,C266073,Male,25,Clothing,4,1200.32,Cash,18/12/2021,Mall of Istanbul
I330730,C226852,Female,38,Food & Beverage,4,20.92,Credit Card,14/10/2021,Kanyon
I673288,C333693,Female,53,Clothing,1,300.08,Credit Card,2/2/2022,Kanyon
I105559,C337624,Female,50,Clothing,1,300.08,Credit Card,21/09/2021,Zorlu Center
I243822,C234944,Male,44,Clothing,2,600.16,Credit Card,26/03/2021,Viaport Outlet
I246140,C298387,Female,34,Clothing,5,1500.4,Cash,19/05/2022,Metrocity
I302989,C318512,Male,42,Cosmetics,4,162.64,Credit Card,24/10/2021,Mall of Istanbul
I389711,C180387,Female,48,Toys,4,143.36,Debit Card,8/7/2022,Kanyon
I104110,C329166,Male,51,Clothing,3,900.24,Credit Card,9/6/2022,Metrocity
I147068,C598194,Female,51,Books,3,45.45,Debit Card,19/01/2022,Cevahir AVM
I219496,C326043,Male,59,Clothing,1,300.08,Credit Card,7/6/2021,Kanyon
I310469,C313457,Male,54,Clothing,4,1200.32,Credit Card,8/12/2021,Kanyon
I858503,C664168,Male,27,Souvenir,2,23.46,Credit Card,29/07/2022,Mall of Istanbul
I264714,C321728,Male,43,Toys,5,179.2,Cash,8/5/2022,Emaar Square Mall
I183431,C272877,Male,63,Food & Beverage,5,26.15,Cash,21/04/2022,Mall of Istanbul
I326898,C112806,Male,22,Books,1,15.15,Credit Card,24/07/2022,Zorlu Center
I660595,C438575,Male,27,Cosmetics,3,121.98,Credit Card,17/06/2022,Kanyon
I287343,C265650,Female,38,Food & Beverage,3,15.69,Credit Card,16/01/2021,Mall of Istanbul
I110460,C260828,Male,35,Technology,4,4200.0,Credit Card,25/12/2021,Mall of Istanbul
I256504,C338745,Female,20,Cosmetics,2,81.32,Credit Card,29/06/2022,Istinye Park
I217688,C288071,Male,68,Clothing,4,1200.32,Credit Card,19/02/2023,Mall of Istanbul
I324907,C237599,Male,38,Souvenir,1,11.73,Cash,20/05/2022,Istinye Park
I259737,C205137,Female,37,Clothing,3,900.24,Cash,15/06/2021,Emaar Square Mall
I136164,C546302,Male,42,Clothing,5,1500.4,Cash,8/1/2022,Mall of Istanbul
I213008,C259236,Female,28,Cosmetics,1,40.66,Debit Card,28/10/2021,Forum Istanbul
I242050,C238765,Male,21,Clothing,4,1200.32,Cash,24/11/2021,Mall of Istanbul
I255531,C206725,Male,41,Food & Beverage,3,15.69,Credit Card,6/7/2022,Istinye Park
I187352,C123389,Male,22,Clothing,1,300.08,Credit Card,29/08/2021,Kanyon
I145021,C109553,Female,27,Souvenir,1,11.73,Cash,5/11/2021,Metrocity
I992963,C124760,Female,42,Clothing,5,1500.4,Cash,31/05/2021,Istinye Park
I977761,C991420,Female,42,Clothing,3,900.24,Cash,14/11/2021,Kanyon
I919564,C557295,Male,32,Shoes,3,1800.51,Credit Card,20/12/2021,Kanyon
I208560,C209723,Male,58,Cosmetics,5,203.3,Cash,23/11/2021,Istinye Park
I612464,C217252,Female,53,Toys,3,107.52,Cash,12/12/2022,Cevahir AVM
I336831,C161422,Female,39,Clothing,4,1200.32,Cash,7/1/2022,Zorlu Center
I141055,C262302,Male,53,Cosmetics,1,40.66,Cash,16/12/2022,Kanyon
I287934,C192824,Female,29,Toys,1,35.84,Cash,8/1/2023,Zorlu Center
I291530,C132638,Male,33,Shoes,5,3000.85,Debit Card,15/08/2022,Forum Istanbul
I212528,C227370,Male,24,Clothing,2,600.16,Debit Card,13/01/2022,Viaport Outlet
I280585,C298518,Male,52,Shoes,3,1800.51,Credit Card,8/2/2021,Kanyon
I179344,C256484,Male,65,Toys,2,71.68,Cash,5/4/2021,Zorlu Center
I217741,C337974,Female,37,Food & Beverage,4,20.92,Debit Card,3/6/2021,Kanyon
I507150,C145713,Male,35,Cosmetics,1,40.66,Cash,6/3/2022,Cevahir AVM
I173711,C211098,Female,48,Toys,1,35.84,Credit Card,21/12/2021,Mall of Istanbul
I202928,C558098,Male,50,Clothing,2,600.16,Cash,26/12/2021,Forum Istanbul
I957781,C376514,Male,64,Food & Beverage,5,26.15,Debit Card,5/3/2023,Kanyon
I290059,C405572,Female,41,Food & Beverage,1,5.23,Credit Card,9/1/2023,Kanyon
I194299,C992083,Female,68,Books,5,75.75,Cash,29/11/2022,Mall of Istanbul
I167465,C155686,Female,28,Clothing,4,1200.32,Cash,10/12/2022,Cevahir AVM
I196585,C158229,Male,42,Clothing,2,600.16,Credit Card,20/11/2021,Emaar Square Mall
I283642,C151172,Male,34,Cosmetics,1,40.66,Credit Card,28/09/2021,Zorlu Center
I271398,C292964,Male,24,Food & Beverage,2,10.46,Cash,24/08/2022,Metrocity
I105895,C190279,Female,25,Technology,4,4200.0,Debit Card,18/02/2022,Istinye Park
I269230,C230957,Male,51,Cosmetics,3,121.98,Cash,3/8/2022,Kanyon
I287933,C585119,Female,28,Clothing,4,1200.32,Credit Card,27/03/2022,Mall of Istanbul
I562793,C316208,Female,39,Toys,3,107.52,Cash,14/09/2021,Kanyon
I225722,C266350,Female,56,Shoes,2,1200.34,Cash,5/7/2021,Emaar Square Mall
I906644,C908646,Female,52,Technology,5,5250.0,Credit Card,14/01/2023,Emaar Square Mall
I320852,C214956,Female,24,Clothing,3,900.24,Credit Card,4/5/2022,Metrocity
I314137,C218638,Male,21,Clothing,1,300.08,Cash,1/7/2021,Istinye Park
I234475,C728175,Male,23,Toys,3,107.52,Cash,26/06/2021,Mall of Istanbul
I350883,C270663,Female,25,Clothing,5,1500.4,Cash,25/10/2021,Viaport Outlet
I910317,C122758,Male,59,Clothing,2,600.16,Cash,30/09/2022,Mall of Istanbul
I333167,C283288,Female,25,Shoes,4,2400.68,Cash,1/12/2021,Zorlu Center
I273866,C149701,Male,57,Clothing,2,600.16,Credit Card,27/02/2021,Istinye Park
I165060,C947445,Male,66,Food & Beverage,3,15.69,Credit Card,16/02/2021,Metrocity
I823349,C211390,Female,59,Toys,1,35.84,Credit Card,9/8/2021,Emaar Square Mall
I245608,C222871,Female,36,Cosmetics,2,81.32,Cash,6/1/2021,Metrocity
I236354,C298380,Female,66,Cosmetics,1,40.66,Credit Card,18/03/2022,Mall of Istanbul
I271177,C228206,Female,36,Clothing,5,1500.4,Credit Card,23/12/2022,Kanyon
I323329,C249461,Female,34,Clothing,4,1200.32,Cash,19/10/2021,Kanyon
I504667,C910563,Male,42,Clothing,1,300.08,Credit Card,31/08/2022,Kanyon
I246031,C406248,Female,49,Toys,3,107.52,Cash,6/11/2021,Zorlu Center
I188054,C270097,Male,44,Food & Beverage,5,26.15,Credit Card,2/5/2021,Zorlu Center
I177514,C147248,Male,53,Clothing,1,300.08,Cash,23/02/2023,Mall of Istanbul
I329037,C685916,Female,54,Souvenir,3,35.19,Debit Card,29/12/2021,Cevahir AVM
I295617,C179605,Male,23,Clothing,3,900.24,Cash,26/07/2022,Istinye Park
I275082,C446366,Male,23,Food & Beverage,4,20.92,Credit Card,27/09/2022,Forum Istanbul
I425601,C150339,Female,53,Food & Beverage,4,20.92,Cash,12/4/2021,Mall of Istanbul
I155570,C240430,Female,38,Books,2,30.3,Credit Card,26/08/2021,Mall of Istanbul
I390818,C223981,Female,67,Clothing,1,300.08,Debit Card,16/07/2022,Metrocity
I268893,C125138,Male,47,Technology,4,4200.0,Debit Card,30/08/2022,Emaar Square Mall
I178799,C210401,Female,64,Food & Beverage,2,10.46,Credit Card,31/12/2021,Mall of Istanbul
I366466,C101027,Female,41,Food & Beverage,1,5.23,Credit Card,16/03/2021,Viaport Outlet
I328294,C220812,Female,38,Clothing,5,1500.4,Debit Card,29/10/2021,Mall of Istanbul
I253973,C237969,Female,29,Food & Beverage,5,26.15,Credit Card,23/02/2022,Kanyon
I522388,C148003,Male,60,Food & Beverage,4,20.92,Credit Card,4/6/2022,Kanyon
I119747,C995214,Male,59,Cosmetics,1,40.66,Cash,28/05/2022,Metropol AVM
I100187,C178869,Female,41,Food & Beverage,1,5.23,Credit Card,28/07/2021,Metrocity
I193148,C297610,Female,32,Clothing,4,1200.32,Cash,11/2/2023,Cevahir AVM
I228840,C128660,Female,45,Clothing,2,600.16,Credit Card,5/3/2023,Kanyon
I581969,C212071,Female,52,Cosmetics,5,203.3,Cash,13/12/2022,Mall of Istanbul
I126168,C198969,Male,30,Shoes,5,3000.85,Credit Card,10/2/2023,Cevahir AVM
I161793,C105982,Male,68,Clothing,3,900.24,Cash,7/11/2022,Mall of Istanbul
I180703,C118647,Male,29,Technology,5,5250.0,Cash,6/11/2022,Viaport Outlet
I509583,C997261,Female,26,Clothing,1,300.08,Cash,26/01/2021,Kanyon
I331688,C188053,Female,37,Shoes,4,2400.68,Credit Card,3/12/2021,Kanyon
I292974,C211509,Male,21,Food & Beverage,1,5.23,Debit Card,2/6/2022,Mall of Istanbul
I309168,C369727,Female,32,Cosmetics,1,40.66,Credit Card,24/09/2022,Kanyon
I461470,C376042,Female,63,Shoes,2,1200.34,Credit Card,3/9/2021,Mall of Istanbul
I368492,C222625,Male,45,Clothing,5,1500.4,Credit Card,23/06/2021,Viaport Outlet
I154993,C273594,Female,65,Food & Beverage,2,10.46,Cash,8/12/2022,Istinye Park
I115921,C605259,Female,50,Souvenir,5,58.65,Debit Card,9/12/2022,Istinye Park
I175112,C160501,Female,50,Cosmetics,2,81.32,Debit Card,11/2/2023,Mall of Istanbul
I207872,C819899,Female,19,Clothing,4,1200.32,Credit Card,22/04/2022,Viaport Outlet
I826511,C324895,Female,61,Shoes,4,2400.68,Cash,2/5/2021,Forum Istanbul
I177297,C210459,Female,23,Clothing,4,1200.32,Cash,3/9/2021,Forum Istanbul
I106182,C329095,Female,40,Shoes,5,3000.85,Credit Card,26/07/2022,Mall of Istanbul
I971769,C721382,Female,67,Technology,2,2100.0,Cash,9/12/2022,Metropol AVM
I134205,C441017,Female,39,Shoes,3,1800.51,Debit Card,15/10/2021,Istinye Park
I194414,C167639,Male,29,Souvenir,5,58.65,Credit Card,28/06/2022,Metrocity
I167371,C260468,Female,48,Shoes,5,3000.85,Cash,7/12/2022,Mall of Istanbul
I129334,C216374,Male,61,Shoes,1,600.17,Cash,13/10/2022,Istinye Park
I294529,C841103,Female,49,Cosmetics,1,40.66,Debit Card,26/07/2021,Zorlu Center
I199472,C572042,Female,30,Toys,1,35.84,Credit Card,11/5/2022,Metrocity
I386685,C170592,Female,65,Clothing,3,900.24,Cash,4/6/2022,Mall of Istanbul
I274427,C281497,Female,25,Cosmetics,5,203.3,Cash,5/1/2021,Kanyon
I228906,C133780,Female,26,Food & Beverage,4,20.92,Cash,1/3/2023,Metropol AVM
I252282,C147801,Female,25,Clothing,5,1500.4,Debit Card,29/04/2022,Forum Istanbul
I337015,C103863,Female,23,Shoes,5,3000.85,Debit Card,23/02/2021,Metrocity
I114637,C215972,Female,64,Clothing,5,1500.4,Credit Card,10/9/2021,Emaar Square Mall
I731665,C327230,Male,58,Clothing,4,1200.32,Cash,10/6/2022,Forum Istanbul
I112136,C103532,Female,38,Souvenir,1,11.73,Cash,30/04/2021,Kanyon
I141363,C472160,Female,31,Technology,4,4200.0,Cash,20/11/2021,Istinye Park
I234442,C175151,Female,37,Food & Beverage,4,20.92,Credit Card,21/07/2022,Metrocity
I125109,C724103,Female,42,Clothing,3,900.24,Cash,5/12/2022,Istinye Park
I119842,C172499,Female,40,Clothing,5,1500.4,Debit Card,16/03/2021,Metropol AVM
I801875,C233728,Male,55,Books,2,30.3,Cash,19/07/2022,Kanyon
I981673,C456082,Male,54,Clothing,2,600.16,Cash,5/8/2022,Metrocity
I663169,C775630,Female,40,Shoes,4,2400.68,Debit Card,27/02/2021,Kanyon
I389935,C228601,Female,35,Clothing,5,1500.4,Debit Card,17/12/2021,Mall of Istanbul
I915019,C105319,Female,47,Souvenir,5,58.65,Debit Card,27/09/2022,Viaport Outlet
I474441,C283371,Female,37,Shoes,3,1800.51,Cash,30/11/2022,Metrocity
I319743,C285814,Male,46,Books,4,60.6,Cash,30/09/2022,Kanyon
I790232,C120725,Female,18,Books,4,60.6,Cash,6/1/2021,Metrocity
I562349,C105847,Male,43,Clothing,2,600.16,Credit Card,12/2/2023,Kanyon
I148958,C141840,Male,45,Clothing,2,600.16,Cash,23/09/2022,Mall of Istanbul
I299439,C325289,Male,31,Books,2,30.3,Credit Card,7/1/2022,Metrocity
I723801,C263761,Female,19,Food & Beverage,3,15.69,Credit Card,30/11/2022,Istinye Park
I484673,C113067,Female,53,Clothing,2,600.16,Cash,4/9/2022,Mall of Istanbul
I171637,C286556,Female,25,Souvenir,4,46.92,Cash,19/02/2021,Metropol AVM
I145600,C292663,Female,48,Cosmetics,2,81.32,Cash,14/08/2022,Mall of Istanbul
I772145,C318990,Male,47,Clothing,4,1200.32,Cash,28/02/2022,Istinye Park
